epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
63,1361.73,2.13665,3.52588,1.94374,2.11073,0,0.5801,0.4163,0.41547,0.15798,0.51256,0.36871,0.357,0.11684,2.20657,3.41888,1.92093,2.18453,0,0.0011554,0.0011554,0.0011554
64,1382.9,2.10492,3.49108,1.91648,2.16659,0,0.4166,0.48314,0.42764,0.16821,0.38984,0.41168,0.37203,0.12633,2.15314,3.39455,2.00709,2.16911,0,0.00114715,0.00114715,0.00114715
65,1404.33,2.13616,3.55908,1.9546,2.12558,0,0.41387,0.48226,0.38399,0.14113,0.35928,0.42017,0.32443,0.10889,2.1646,3.43895,1.99547,2.14881,0,0.00113889,0.00113889,0.00113889
66,1425.68,2.12016,3.51262,1.90412,2.11453,0,0.51056,0.50427,0.47187,0.18364,0.52681,0.44193,0.42139,0.13779,2.14965,3.4528,2.06574,2.11703,0,0.00113064,0.00113064,0.00113064
67,1447.29,2.1355,3.45911,1.90652,2.11587,0,0.44828,0.42558,0.40113,0.16401,0.34489,0.35419,0.32388,0.1249,2.1858,3.52596,1.89877,2.12139,0,0.00112239,0.00112239,0.00112239
68,1468.6,2.08629,3.4469,1.90474,2.06849,0,0.49436,0.48171,0.43627,0.16172,0.48649,0.36701,0.37661,0.12814,2.11831,3.40414,1.88851,2.08339,0,0.00111414,0.00111414,0.00111414
69,1489.88,2.10158,3.43811,1.889,2.08831,0,0.52477,0.44447,0.45972,0.19048,0.53809,0.41284,0.42056,0.14474,2.12437,3.43089,1.89954,2.08831,0,0.00110589,0.00110589,0.00110589
70,1511.09,2.087,3.40029,1.88918,2.05649,0,0.59993,0.46645,0.47185,0.1804,0.57526,0.45613,0.421,0.14123,2.14525,3.47868,2.02641,2.11293,0,0.00109764,0.00109764,0.00109764
71,1533.62,2.10179,3.46956,1.91404,2.11183,0,0.50669,0.51332,0.45017,0.18034,0.51616,0.49034,0.41706,0.14413,2.06226,3.33981,1.80158,2.10338,0,0.00108938,0.00108938,0.00108938
72,1554.9,2.08535,3.44022,1.87344,2.09332,0,0.47673,0.46675,0.45943,0.17303,0.52726,0.41275,0.40143,0.1286,2.18027,3.474,1.85889,2.12661,0,0.00108113,0.00108113,0.00108113
73,1576.44,2.05925,3.39514,1.87717,2.08495,0,0.49494,0.50113,0.41345,0.15642,0.49487,0.47495,0.37813,0.12119,2.15855,3.41268,1.91568,2.15632,0,0.00107288,0.00107288,0.00107288
74,1598.19,2.07883,3.40168,1.8568,2.09724,0,0.46633,0.47844,0.43158,0.15961,0.44265,0.4163,0.3866,0.12738,2.2067,3.38705,1.86688,2.10853,0,0.00106463,0.00106463,0.00106463
75,1619.67,2.03807,3.37344,1.83873,2.04648,0,0.50882,0.51152,0.44683,0.16569,0.55538,0.40695,0.41998,0.13091,2.1064,3.39117,1.88349,2.07776,0,0.00105638,0.00105638,0.00105638
76,1641.13,2.02665,3.38687,1.83022,2.04782,0,0.53974,0.46444,0.4573,0.18693,0.59456,0.41634,0.40831,0.14092,2.10161,3.43771,1.92461,2.10311,0,0.00104813,0.00104813,0.00104813
77,1662.7,2.06478,3.34035,1.81483,2.04804,0,0.63467,0.49492,0.48936,0.18861,0.56486,0.44101,0.42201,0.15047,2.11497,3.42017,1.89343,2.11507,0,0.00103987,0.00103987,0.00103987
78,1683.94,2.05321,3.36832,1.78207,2.04699,0,0.56886,0.57446,0.52872,0.19089,0.52393,0.48861,0.42295,0.14033,2.08255,3.35467,1.80262,2.05949,0,0.00103162,0.00103162,0.00103162
79,1705.62,2.04554,3.33801,1.81553,2.03692,0,0.5448,0.44562,0.46445,0.16886,0.50528,0.41515,0.39906,0.12937,2.17559,3.38413,1.92715,2.10382,0,0.00102337,0.00102337,0.00102337
