epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
61,1958.34,1.44418,1.97486,0.79835,0.00908,0.42754,0.69938,0.45612,0.50356,0.20698,0.71527,0.44682,0.47177,0.15931,2.61142,6.10145,1.85919,0.01732,0,0.000676802,0.000676802,0.000676802
62,1990.51,1.40912,1.9516,0.78425,0.00885,0.42394,0.56578,0.46467,0.47473,0.19654,0.57694,0.39383,0.38321,0.1356,2.46969,6.00522,1.77651,0.01673,0,0.000660299,0.000660299,0.000660299
63,2022.44,1.41172,1.96848,0.76776,0.00894,0.40512,0.52962,0.45945,0.4491,0.19654,0.45984,0.44142,0.37527,0.14812,2.48815,5.81769,2.35826,0.01676,0,0.000643795,0.000643795,0.000643795
64,2054.56,1.36868,1.86459,0.74855,0.0086,0.40462,0.6085,0.46281,0.48339,0.20892,0.56897,0.39829,0.41882,0.16715,2.35501,5.33975,2.15815,0.01558,0,0.000627292,0.000627292,0.000627292
65,2085.77,1.33015,1.86173,0.71469,0.0083,0.35624,0.65784,0.48835,0.51182,0.22449,0.57919,0.46236,0.44612,0.17108,2.41174,6.004,2.41304,0.01582,0,0.000610789,0.000610789,0.000610789
66,2117.69,1.33085,1.82741,0.71485,0.00815,0.40558,0.60953,0.51514,0.51314,0.22348,0.54721,0.46966,0.46528,0.1654,2.52743,6.39148,2.14054,0.01706,0,0.000594286,0.000594286,0.000594286
67,2149.3,1.31727,1.84074,0.68337,0.00822,0.38837,0.60269,0.49728,0.49547,0.20856,0.60214,0.44876,0.45212,0.17329,2.68144,6.4924,2.23714,0.01753,0,0.000577782,0.000577782,0.000577782
68,2181.13,1.3206,1.82669,0.66929,0.00811,0.36943,0.51319,0.5539,0.49486,0.21424,0.55366,0.43789,0.41838,0.15326,2.5583,6.60203,2.7495,0.01701,0,0.000561279,0.000561279,0.000561279
69,2212.97,1.29021,1.79025,0.66308,0.008,0.34949,0.61962,0.5132,0.49893,0.20779,0.55756,0.48338,0.44912,0.1673,2.58464,6.2343,1.88061,0.01755,0,0.000544776,0.000544776,0.000544776
70,2244.95,1.29156,1.76708,0.66683,0.00809,0.359,0.6422,0.4751,0.5377,0.22229,0.64592,0.42702,0.46028,0.17885,2.55342,6.27372,2.46895,0.01708,0,0.000528272,0.000528272,0.000528272
