condition,noise_id,noise_name,severity,model,mAP50,mAP50_95,mAP75,precision,recall,AP_BG_mAP50_95,AP_WSSV_mAP50_95,speed,model_path,data_yaml,cuda_visible_devices
corruption,N09,uneven_cast_shadow,5,recsra,0.10502748130695647,0.030691130446814062,0.009027718048566538,0.19187047560949685,0.19263661329247456,0.037640605691866655,0.023741655201761476,"{'preprocess': 0.9530561441974609, 'inference': 8.449389504553315, 'loss': 0.0026627927696723534, 'postprocess': 0.6024970000309934}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N09_S5/data.yaml,0
corruption,N10,lens_smudge_fingerprint,1,baseline,0.13900671299984874,0.04118477882461586,0.012873135992245873,0.21157491438428544,0.2394911910554579,0.04460384614949978,0.037765711499731944,"{'preprocess': 1.0082959459166658, 'inference': 6.777838099100467, 'loss': 0.00256329728578855, 'postprocess': 0.54102093689925}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S1/data.yaml,0
corruption,N10,lens_smudge_fingerprint,1,recsra,0.16093236847509984,0.04711123578828037,0.011714977174035652,0.2473496261322023,0.24631512475462722,0.055025312738245846,0.039197158838314906,"{'preprocess': 0.9459574955169071, 'inference': 8.421461090071167, 'loss': 0.0026876666877567686, 'postprocess': 0.5555723152717399}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S1/data.yaml,0
corruption,N10,lens_smudge_fingerprint,2,baseline,0.12374347557127259,0.036612103242278184,0.012308515612547902,0.1968772280822007,0.2335337109178044,0.04089750898451361,0.032326697500042745,"{'preprocess': 0.9709083423503388, 'inference': 6.791162117101399, 'loss': 0.0025340991382731487, 'postprocess': 0.531428225291198}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S2/data.yaml,0
corruption,N10,lens_smudge_fingerprint,2,recsra,0.13767584293090573,0.0397963669500795,0.010325462902240025,0.2343333288211253,0.2271234231279463,0.048002180790180204,0.0315905531099788,"{'preprocess': 0.9686911531176307, 'inference': 8.417859053986684, 'loss': 0.002851792815236295, 'postprocess': 0.5601920991483}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S2/data.yaml,0
corruption,N10,lens_smudge_fingerprint,3,baseline,0.12069380140404769,0.03495870920788065,0.011859785508828321,0.20722865816620387,0.21248672172155023,0.038840100473135776,0.03107731794262552,"{'preprocess': 1.0390783513726132, 'inference': 6.779860918925863, 'loss': 0.0025889909371832253, 'postprocess': 0.5270662792788022}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S3/data.yaml,0
corruption,N10,lens_smudge_fingerprint,3,recsra,0.13033516323348193,0.03764082599941313,0.010649685120824214,0.24253273257870459,0.22462930962742497,0.03993561696716783,0.035346035031658424,"{'preprocess': 0.975229747800276, 'inference': 8.426367522555633, 'loss': 0.0026209549809914075, 'postprocess': 0.543226459428895}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S3/data.yaml,0
corruption,N10,lens_smudge_fingerprint,4,baseline,0.09610524409754587,0.025474038523645326,0.005876225609109413,0.19090859417440215,0.20055218057479646,0.025739846413446864,0.025208230633843788,"{'preprocess': 0.9796714954588038, 'inference': 6.793667063108047, 'loss': 0.0025845675974106833, 'postprocess': 0.5277350089952731}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S4/data.yaml,0
corruption,N10,lens_smudge_fingerprint,4,recsra,0.10593772116351619,0.030151206823453625,0.0058135325321128735,0.2127281202518247,0.20405715656375287,0.03225193427491069,0.028050479371996572,"{'preprocess': 0.9471632883031742, 'inference': 8.43283881079572, 'loss': 0.0026754684464928382, 'postprocess': 0.5406750990562261}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S4/data.yaml,0
corruption,N10,lens_smudge_fingerprint,5,baseline,0.11162402853995605,0.030999409056299488,0.009072608409298992,0.19408703659216595,0.20058586711451756,0.034328508422655654,0.027670309689943322,"{'preprocess': 0.9912278558060592, 'inference': 6.794077774782079, 'loss': 0.002552477527133961, 'postprocess': 0.5219987387226046}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/baseline_reuse_lock/yolo11s_baseline_best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S5/data.yaml,0
corruption,N10,lens_smudge_fingerprint,5,recsra,0.11721426393858159,0.03460273501452121,0.009004755792336575,0.19601525555916718,0.21411682926948664,0.039498020394729216,0.029707449634313217,"{'preprocess': 0.9807319820374523, 'inference': 8.448196225299808, 'loss': 0.002598765768361937, 'postprocess': 0.5328319459688311}",/home/drnguyenvinh/notebooks/shrimp_yolo11s_full_method_zoo/sldra54_ev015fair200/seed_42/runs_train/SD001_A_RCCM_EV015FAIR_200E_SEED42/weights/best.pt,/home/drnguyenvinh/notebooks/recsra_mobile10_output_rtx4090/temporary_corrupted_testsets/N10_S5/data.yaml,0
